step,tokens,train_loss,loss_copy1,loss_copy2,top_score,top5_mean,prev_top,prev_top5
0.0,0.0,nan,11.184379577636719,11.167442321777344,0.014667456969618797,0.014575893059372902,0.04656194895505905,0.0448962077498436
32.0,524288.0,10.7358,11.19173526763916,11.187572479248047,0.014652233570814133,0.014319995418190956,0.04739107936620712,0.04596942663192749
64.0,1048576.0,9.4165,11.801630973815918,11.785553932189941,0.014465383253991604,0.014212967827916145,0.04785941541194916,0.04613184183835983
128.0,2097152.0,6.7397,13.038456916809082,13.170763969421387,0.01429304014891386,0.014113746583461761,0.0467737652361393,0.04600662365555763
256.0,4194304.0,4.9341,14.00574016571045,14.177639961242676,0.014623344875872135,0.014581416733562946,0.0490071140229702,0.04732496663928032
384.0,6291456.0,4.4694,14.003198623657227,13.857074737548828,0.014679249376058578,0.0141348447650671,0.05423086881637573,0.05100264027714729
512.0,8388608.0,4.201,14.403093338012695,14.253357887268066,0.014159975573420525,0.013660791330039501,0.0717419981956482,0.06229851767420769
768.0,12582912.0,3.8681,14.036510467529297,13.838910102844238,0.012942854315042496,0.012664427980780602,0.11030182242393494,0.10550980269908905
1024.0,16777216.0,3.6464,14.3474760055542,14.13631820678711,0.014778983779251575,0.013020830228924751,0.13625720143318176,0.12225085496902466
1536.0,25165824.0,3.3891,13.9570894241333,13.488513946533203,0.015086904168128967,0.014220449142158031,0.16651634871959686,0.14538419246673584
2048.0,33554432.0,3.2371,13.796857833862305,13.249763488769531,0.0162915401160717,0.014737358316779137,0.1610826551914215,0.15342497825622559
3072.0,50331648.0,3.0523,13.498056411743164,12.946857452392578,0.017815900966525078,0.016750570386648178,0.2543727159500122,0.1721377819776535
4096.0,67108864.0,2.9488,13.561596870422363,12.963299751281738,0.019442923367023468,0.018070507794618607,0.30951398611068726,0.18668998777866364
6144.0,100663296.0,2.8396,13.539128303527832,12.810768127441406,0.0241231769323349,0.02009657397866249,0.3723217844963074,0.22087685763835907
8192.0,134217728.0,2.757,13.527929306030273,12.967138290405273,0.035025857388973236,0.02389308623969555,0.4322277903556824,0.2425018548965454
12288.0,201326592.0,2.6655,13.87929630279541,13.3917875289917,0.04496940225362778,0.025997761636972427,0.5064305067062378,0.2687218189239502
16384.0,268435456.0,2.5987,13.893098831176758,13.304909706115723,0.05330733209848404,0.029942870140075684,0.5250599980354309,0.27025729417800903
16640,272629760,2.6054,13.76567268371582,13.243268966674805,0.05068710073828697,0.029982352629303932,0.5281577706336975,0.2695709466934204
16896,276824064,2.598,13.752896308898926,13.156166076660156,0.054098013788461685,0.030706848949193954,0.5290030241012573,0.27167415618896484
17152,281018368,2.5912,13.951178550720215,13.411096572875977,0.05544865131378174,0.03082793392241001,0.5306272506713867,0.274762362241745
