step,tokens,train_loss,loss_copy1,loss_copy2,top_score,top5_mean,prev_top,prev_top5
0,0,nan,11.184379577636719,11.167442321777344,0.014667456969618797,0.014575893059372902,0.04656194895505905,0.0448962077498436
32,524288,10.757,11.197875022888184,11.193699836730957,0.01505531370639801,0.014619809575378895,0.04671718180179596,0.045925743877887726
64,1048576,9.8569,11.477977752685547,11.451684951782227,0.014733047224581242,0.01444822084158659,0.04601231962442398,0.04531993344426155
128,2097152,8.2603,11.398307800292969,11.039608001708984,0.017332125455141068,0.015647850930690765,0.06950360536575317,0.060427047312259674
256,4194304,7.1839,11.264822959899902,11.074995994567871,0.0180346742272377,0.017098087817430496,0.057004258036613464,0.049814917147159576
384,6291456,6.8487,11.213932991027832,11.008822441101074,0.018669983372092247,0.01615588366985321,0.05873126536607742,0.05095519497990608
512,8388608,6.6591,11.241915702819824,10.93563461303711,0.01935122348368168,0.018972905352711678,0.07215146720409393,0.06419961154460907
768,12582912,6.3722,11.065214157104492,10.883210182189941,0.019486239179968834,0.019219715148210526,0.09434936940670013,0.0829107016324997
1024,16777216,6.1622,11.04743766784668,10.856938362121582,0.019332600757479668,0.019174858927726746,0.1035933643579483,0.09085114300251007
1280,20971520,6.01,10.977783203125,10.844583511352539,0.01977568492293358,0.019391829147934914,0.09454032778739929,0.08658812195062637
1536,25165824,5.8954,10.997200012207031,10.830161094665527,0.01947813481092453,0.019343990832567215,0.09473954141139984,0.08674490451812744
1792,29360128,5.8061,11.028461456298828,10.839465141296387,0.02000056952238083,0.01933407410979271,0.11270637810230255,0.09703268110752106
2048,33554432,5.7333,10.98020076751709,10.836034774780273,0.01974768564105034,0.019065920263528824,0.11888200044631958,0.10141830146312714
2304,37748736,5.6714,11.078484535217285,10.842513084411621,0.019416410475969315,0.019141623750329018,0.12215244770050049,0.10297572612762451
2560,41943040,5.6278,11.043039321899414,10.839654922485352,0.019664892926812172,0.01928121969103813,0.11530540138483047,0.09892180562019348
2816,46137344,5.5862,11.061660766601562,10.838897705078125,0.019444730132818222,0.01936822570860386,0.10925053060054779,0.0917692556977272
3072,50331648,5.5493,10.966121673583984,10.849448204040527,0.0197722427546978,0.019579347223043442,0.11062256991863251,0.09222300350666046
3328,54525952,5.5198,11.017318725585938,10.855289459228516,0.019796596840023994,0.019528407603502274,0.1167648434638977,0.0953681692481041
3584,58720256,5.4784,11.083730697631836,10.848323822021484,0.01969870924949646,0.019577715545892715,0.10583142191171646,0.09062255173921585
3840,62914560,5.4585,11.079793930053711,10.859121322631836,0.02006865292787552,0.01964966580271721,0.14522084593772888,0.11884276568889618
4096,67108864,5.4315,11.057557106018066,10.86683464050293,0.020246075466275215,0.01977517642080784,0.13822942972183228,0.11424456536769867
4352,71303168,5.4139,11.059310913085938,10.867095947265625,0.020378416404128075,0.019872678443789482,0.13442128896713257,0.11141788959503174
4608,75497472,5.3899,11.121073722839355,10.877018928527832,0.020601503551006317,0.01996007189154625,0.14781659841537476,0.12052186578512192
4864,79691776,5.3726,11.086433410644531,10.875903129577637,0.020986268296837807,0.0200983714312315,0.1597980558872223,0.12975557148456573
5120,83886080,5.3587,11.046043395996094,10.883628845214844,0.020358897745609283,0.019773093983530998,0.12251579016447067,0.0998745709657669
5376,88080384,5.344,11.089995384216309,10.883374214172363,0.02297140657901764,0.02097046747803688,0.17851275205612183,0.15676432847976685
5632,92274688,5.3225,11.1241455078125,10.881690979003906,0.02498123049736023,0.02197614684700966,0.18307308852672577,0.16373512148857117
5888,96468992,5.3159,11.090530395507812,10.890026092529297,0.023437054827809334,0.021163543686270714,0.16886627674102783,0.14150790870189667
6144,100663296,5.1444,11.230117797851562,9.045400619506836,0.7223060131072998,0.31100109219551086,0.5375989079475403,0.41454681754112244
6400,104857600,4.738,11.08061408996582,6.563207626342773,0.8243509531021118,0.3547684848308563,0.5828647613525391,0.43204545974731445
6656,109051904,4.4358,11.103349685668945,3.9640326499938965,0.9058982133865356,0.3805006444454193,0.5696448087692261,0.42133384943008423
6912,113246208,4.2594,11.087543487548828,2.639908790588379,0.9046195149421692,0.3708217740058899,0.572272777557373,0.4187762141227722
7168,117440512,4.1763,11.079609870910645,1.706138253211975,0.9363688826560974,0.3923800587654114,0.5772600173950195,0.4220258295536041
7424,121634816,4.1016,11.093750953674316,1.5517023801803589,0.9247907996177673,0.3858570456504822,0.5943131446838379,0.43137750029563904
7680,125829120,4.1042,11.086946487426758,1.3127304315567017,0.9400727152824402,0.3924928605556488,0.584044337272644,0.42500096559524536
7936,130023424,4.0849,11.130884170532227,1.3024383783340454,0.9317412376403809,0.3857313394546509,0.566411018371582,0.41065818071365356
8192,134217728,4.0523,11.113014221191406,1.3452563285827637,0.9205187559127808,0.3826372027397156,0.570292592048645,0.412949800491333
8448,138412032,4.0516,11.105476379394531,1.2169809341430664,0.933063268661499,0.38600867986679077,0.5596882700920105,0.4035072326660156
8704,142606336,4.0224,11.012351989746094,1.1405116319656372,0.9355329871177673,0.38478031754493713,0.5666596293449402,0.4115157127380371
8960,146800640,4.0296,11.070966720581055,1.0615631341934204,0.9410806894302368,0.38925421237945557,0.5616481304168701,0.40832504630088806
9216,150994944,4.0151,11.095785140991211,1.1461154222488403,0.9378324747085571,0.38781794905662537,0.5687212944030762,0.40986889600753784
9472,155189248,4.0081,11.040583610534668,1.0409942865371704,0.9243141412734985,0.38077229261398315,0.5552182197570801,0.4068024158477783
9728,159383552,3.9955,11.014331817626953,1.0272574424743652,0.9329313039779663,0.3835577070713043,0.5418510437011719,0.3921681046485901
9984,163577856,4.0124,11.076549530029297,1.0223947763442993,0.9138227701187134,0.3779456615447998,0.5254529714584351,0.3855559825897217
10240,167772160,3.9982,11.09555721282959,1.1324245929718018,0.927344799041748,0.38295650482177734,0.5450860261917114,0.39667725563049316
10496,171966464,3.9639,11.115205764770508,1.0891705751419067,0.9315611124038696,0.3854671120643616,0.5463331341743469,0.39589786529541016
10752,176160768,3.9737,11.13275146484375,0.9204705953598022,0.9231435060501099,0.38164979219436646,0.5408570170402527,0.3944169878959656
11008,180355072,3.9729,11.105851173400879,1.0555787086486816,0.9401313066482544,0.3868328332901001,0.5339949131011963,0.38800063729286194
11264,184549376,3.9693,11.06909465789795,1.0618759393692017,0.9296409487724304,0.38167887926101685,0.5292025804519653,0.38777026534080505
11520,188743680,3.9691,11.080513000488281,0.9766861200332642,0.9193710684776306,0.37845176458358765,0.5307632088661194,0.38748326897621155
11776,192937984,3.9696,11.014729499816895,0.8642265796661377,0.943245530128479,0.38716092705726624,0.5006074905395508,0.3712380528450012
12032,197132288,3.9549,11.064847946166992,0.8754810094833374,0.9517602920532227,0.39281564950942993,0.5245975255966187,0.3856552243232727
12288,201326592,3.9253,11.05212116241455,0.9341800212860107,0.941443681716919,0.3867730498313904,0.5135304927825928,0.37446826696395874
12544,205520896,3.9398,11.104598999023438,0.8339946269989014,0.9473574757575989,0.3893886208534241,0.5167983770370483,0.38015347719192505
12800,209715200,3.9171,11.096760749816895,0.9602020382881165,0.9413700103759766,0.3885989785194397,0.5227307081222534,0.37963777780532837
13056,213909504,3.9259,11.115449905395508,1.0346862077713013,0.9160717725753784,0.37849336862564087,0.5037187337875366,0.3683876693248749
13312,218103808,3.9097,11.084961891174316,0.9962279796600342,0.9291934967041016,0.3818424344062805,0.5072792768478394,0.37252768874168396
13568,222298112,3.9093,11.032463073730469,0.9554999470710754,0.9402632713317871,0.3876742720603943,0.5092748999595642,0.37214159965515137
